"MS.Zoning","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Exterior.1st","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Fence","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"RL",12328,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","2Story",8,5,2005,2005,"Hip","VinylSd","Stone",146,"Gd","TA","PConc","Ex",1149,"Ex","Y","SBrkr",2541,1,0,3,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",3,729,"Y",120,32,0,0,0,0,"NP",0,7,2007,"WD ","Normal",349265
"RL",41600,"NP","Irreg","Lvl","FR","Gtl","Gilbert","Norm","multifam","1Story",5,5,1969,1990,"Gable","HdBoard","None",0,"TA","TA","CBlock","Gd",1100,"TA","Y","SBrkr",1424,1,0,1,1,3,1,"TA",7,"ATyp",0,"NP","Other",3,828,"N",144,0,0,0,0,0,"NP",0,11,2007,"WD ","Normal",155000
"RL",8035,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","townhouse","1Story",9,5,2006,2006,"Gable","MetalSd","Brick",165,"Gd","TA","PConc","Ex",1612,"Ex","Y","SBrkr",1612,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2,556,"Y",0,164,0,0,0,0,"NP",0,3,2007,"WD ","Normal",319900
"RL",8089,"NP","Reg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,6,2007,2007,"Gable","MetalSd","Brick",0,"Gd","TA","PConc","Gd",1419,"Ex","Y","SBrkr",1419,1,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2,567,"Y",140,0,0,0,0,0,"NP",0,10,2007,"New","Partial",392000
"RL",14082,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","Brick",945,"Gd","TA","PConc","Ex",2220,"Ex","Y","SBrkr",2234,1,0,1,1,1,1,"Gd",7,"Typ",1,"Gd","Attchd",2,724,"Y",390,80,0,0,0,0,"NP",0,1,2007,"WD ","Normal",441929
"RL",12546,"NP","Irreg","Lvl","Corner","Gtl","NWAmes","Norm","1Fam","1Story",6,7,1981,1981,"Gable","MetalSd","Brick",310,"Gd","Gd","CBlock","Gd",1440,"Ex","Y","SBrkr",1440,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,467,"Y",0,0,99,0,0,0,"NP",0,4,2007,"WD ","Normal",182900
"RL",10960,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1984,1984,"Hip","HdBoard","None",0,"TA","TA","CBlock","Gd",1284,"TA","Y","SBrkr",1284,1,0,2,0,3,1,"TA",5,"Typ",0,"NP","Attchd",2,480,"Y",0,0,192,0,0,0,"NP",0,4,2007,"Oth","Abnorml",174000
"RL",12090,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","SLvl",6,7,1984,2003,"Hip","VinylSd","Brick",74,"TA","TA","CBlock","Gd",585,"Ex","Y","SBrkr",1868,0,0,3,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",2,477,"Y",268,112,0,0,147,0,"NP",0,1,2007,"WD ","Abnorml",178000
"RL",12090,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,7,1981,2003,"Gable","MetalSd","Brick",306,"Gd","TA","CBlock","Gd",725,"Ex","Y","SBrkr",1479,0,0,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",2,484,"Y",167,72,0,0,0,0,"NP",0,3,2007,"WD ","Normal",176000
"RL",12299,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,6,1978,1985,"Gable","Plywood","Stone",67,"TA","TA","CBlock","Gd",1529,"TA","Y","SBrkr",1664,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,663,"Y",0,0,0,0,0,0,"NP",0,9,2007,"WD ","Normal",213000
"RL",12046,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,6,1976,1976,"Gable","Plywood","Brick",298,"TA","TA","CBlock","TA",848,"TA","Y","SBrkr",2030,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",2,551,"Y",0,224,0,0,0,0,"NP",0,6,2007,"WD ","Normal",195000
"RL",10395,"NP","Irreg","Lvl","FR","Gtl","NWAmes","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","HdBoard","Brick",233,"TA","TA","CBlock","Gd",1032,"TA","Y","SBrkr",1032,0,1,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",2,564,"Y",0,0,0,0,0,0,"MnPrv",500,7,2007,"WD ","Normal",148000
"RL",11850,"NP","Reg","Lvl","FR","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1984,1984,"Gable","Plywood","Brick",98,"TA","TA","CBlock","Gd",1153,"TA","Y","SBrkr",1177,0,0,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,495,"Y",204,103,0,0,0,0,"MnPrv",0,8,2007,"WD ","Normal",151500
"RL",11584,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","SLvl",7,6,1979,1979,"Hip","HdBoard","Brick",96,"TA","TA","CBlock","TA",539,"TA","Y","SBrkr",1725,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",2,550,"Y",0,88,216,0,0,0,"NP",0,11,2007,"WD ","Normal",197000
"RL",10400,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1979,1999,"Gable","MetalSd","Brick",253,"TA","TA","CBlock","Gd",1259,"Ex","Y","SBrkr",1353,1,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",2,478,"Y",240,141,0,0,0,0,"NP",0,8,2007,"WD ","Normal",192350
"RL",12243,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",5,6,1971,1971,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",1484,"Gd","Y","SBrkr",1484,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",2,487,"Y",224,0,0,0,180,0,"NP",0,2,2007,"WD ","Normal",175000
"RL",12384,"NP","Reg","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam","2Story",7,7,1976,1976,"Gable","Plywood","Brick",233,"TA","TA","CBlock","Gd",793,"TA","Y","SBrkr",1935,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,550,"Y",0,113,252,0,0,0,"NP",0,11,2007,"WD ","Normal",197900
"RL",10530,"NP","Irreg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,5,1971,1971,"Hip","Plywood","None",0,"TA","TA","CBlock","TA",981,"TA","Y","SBrkr",981,1,0,1,1,3,1,"TA",5,"Typ",0,"NP","Detchd",2,576,"Y",0,312,40,0,0,0,"NP",0,3,2007,"WD ","Normal",143250
"RL",7472,"NP","Irreg","Lvl","CulDSac","Gtl","NAmes","Norm","1Fam","2Story",7,9,1972,2004,"Gable","HdBoard","Brick",138,"TA","TA","CBlock","TA",725,"Gd","Y","SBrkr",1479,1,0,1,1,4,1,"Gd",7,"Typ",0,"NP","Attchd",2,484,"Y",0,32,0,0,0,0,"NP",0,6,2007,"WD ","Normal",184000
"RL",9457,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1970,1990,"Gable","MetalSd","None",0,"TA","TA","CBlock","TA",925,"TA","Y","SBrkr",1422,1,0,1,0,3,1,"TA",7,"ATyp",0,"NP","Detchd",2,576,"Y",252,0,0,0,0,0,"GdWo",0,9,2007,"WD ","Normal",155000
"RL",7920,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1970,2002,"Gable","HdBoard","Brick",32,"TA","TA","CBlock","TA",914,"Ex","Y","SBrkr",914,0,0,1,0,3,1,"Ex",5,"Typ",0,"NP","Attchd",1,368,"Y",120,0,0,0,0,0,"NP",0,10,2007,"WD ","Normal",133000
"RL",9758,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1971,1971,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",950,"TA","Y","SBrkr",950,0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Detchd",1,280,"Y",0,0,0,0,0,0,"NP",0,7,2007,"WD ","Normal",119500
"RL",8294,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,1971,1971,"Gable","MetalSd","None",0,"TA","TA","CBlock","TA",858,"TA","Y","SBrkr",872,0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Detchd",4,480,"Y",0,0,0,0,0,0,"GdWo",0,6,2007,"WD ","Normal",123000
"RL",7340,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,6,1971,1971,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",858,"TA","Y","SBrkr",858,0,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",1,684,"Y",0,0,0,0,0,0,"NP",0,6,2007,"WD ","Normal",110000
"RL",17199,"NP","Reg","Lvl","FR","Gtl","NAmes","Norm","1Fam","1Story",4,7,1961,1961,"Gable","MetalSd","None",0,"TA","Gd","BrkTil","TA",914,"Ex","Y","SBrkr",914,0,0,1,0,2,1,"TA",4,"Typ",0,"NP","Other",1,270,"Y",140,0,0,0,0,0,"GdWo",0,7,2007,"WD ","Normal",128000
"RL",9000,"NP","Reg","Lvl","FR","Gtl","NAmes","Norm","1Fam","1Story",4,6,1971,1971,"Gable","HdBoard","None",0,"TA","TA","PConc","TA",864,"TA","Y","SBrkr",864,0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Detchd",2,528,"Y",0,0,0,0,0,0,"GdWo",0,5,2007,"WD ","Normal",120500
"RM",4058,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","townhouse","SFoyer",7,5,1998,1998,"Gable","MetalSd","Brick",182,"TA","TA","PConc","Gd",723,"Ex","Y","SBrkr",767,1,0,1,0,1,1,"TA",4,"Typ",0,"NP","Attchd",1,367,"Y",120,40,0,0,0,0,"NP",0,6,2007,"WD ","Normal",133000
"RM",4113,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","townhouse","1Story",6,5,2001,2001,"Gable","MetalSd","None",0,"Gd","TA","PConc","Gd",1337,"Ex","Y","SBrkr",1337,0,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",2,511,"Y",136,68,0,0,0,0,"NP",0,7,2007,"WD ","Normal",155000
"RM",10943,"NP","Irreg","Lvl","FR","Gtl","NAmes","Norm","townhouse","1Story",6,5,1997,1998,"Gable","MetalSd","None",0,"Gd","TA","PConc","Gd",1405,"Ex","Y","SBrkr",1337,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",2,522,"Y",0,68,0,0,0,0,"NP",0,10,2007,"WD ","Normal",177000
"RM",2205,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",6,6,1973,1973,"Gable","HdBoard","Brick",567,"TA","TA","CBlock","TA",525,"TA","Y","SBrkr",1092,0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Detchd",1,264,"Y",144,0,0,0,0,0,"NP",0,2,2007,"WD ","Normal",113500
"RM",1890,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",6,5,1973,1973,"Gable","HdBoard","Brick",285,"TA","TA","CBlock","TA",672,"TA","Y","SBrkr",1218,0,0,1,1,3,1,"TA",7,"Typ",0,"NP","Detchd",1,264,"Y",144,28,0,0,0,0,"NP",0,5,2007,"WD ","Normal",113000
"RM",2058,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",6,5,1973,1973,"Gable","HdBoard","Brick",265,"TA","TA","CBlock","TA",672,"Ex","Y","SBrkr",1218,0,0,1,1,4,1,"Ex",7,"Typ",0,"NP","Detchd",1,264,"Y",0,28,0,0,0,0,"NP",0,12,2007,"WD ","Normal",113700
"RM",2016,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",5,5,1970,1970,"Gable","HdBoard","Brick",304,"TA","TA","CBlock","TA",630,"TA","Y","SBrkr",1302,0,0,2,1,3,1,"TA",6,"Typ",0,"NP","Detchd",2,440,"Y",0,0,0,0,0,0,"NP",0,4,2007,"WD ","Normal",106000
"RM",1920,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",5,5,1971,1971,"Gable","HdBoard","Brick",376,"TA","TA","CBlock","TA",765,"Ex","Y","SBrkr",1365,1,0,1,1,2,1,"TA",6,"ATyp",0,"NP","Detchd",2,440,"Y",240,36,0,0,0,0,"NP",0,8,2007,"WD ","Normal",122500
"RL",4928,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",6,5,1976,1976,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",1078,"TA","Y","SBrkr",958,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",2,440,"Y",0,205,0,0,0,0,"NP",0,2,2007,"WD ","Normal",128000
"RL",2308,"NP","Reg","Lvl","Corner","Gtl","Other","Norm","townhouse","2Story",6,6,1976,1976,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",804,"TA","Y","SBrkr",1548,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Detchd",2,440,"Y",48,0,0,0,0,0,"NP",0,7,2007,"WD ","Normal",155000
"RL",2304,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",7,7,1978,1978,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",1061,"TA","Y","SBrkr",1055,0,0,2,0,2,1,"TA",4,"Typ",0,"NP","Attchd",1,319,"Y",108,32,0,0,0,0,"NP",0,4,2007,"WD ","Normal",142500
"RL",7150,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1966,1966,"Hip","HdBoard","Brick",52,"TA","TA","CBlock","TA",988,"TA","Y","SBrkr",988,1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Detchd",1,360,"Y",0,0,0,0,0,0,"NP",0,11,2007,"WD ","Normal",129250
"RL",12469,"NP","Reg","Lvl","FR","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2006,2007,"Hip","VinylSd","Stone",378,"Ex","TA","PConc","Ex",1790,"Ex","Y","SBrkr",1816,1,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",3,730,"Y",186,36,0,0,0,0,"NP",0,8,2007,"New","Partial",356000
"RL",11694,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CemntBd","Brick",452,"Ex","TA","PConc","Ex",1822,"Ex","Y","SBrkr",1828,0,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd",3,774,"Y",0,108,0,0,260,0,"NP",0,7,2007,"New","Partial",314813
"RL",12030,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2007,2007,"Hip","VinylSd","Brick",254,"Ex","TA","PConc","Ex",1694,"Ex","Y","SBrkr",1694,0,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",3,818,"Y",168,228,0,0,0,0,"NP",0,12,2007,"New","Partial",318000
"RL",11825,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CemntBd","Stone",302,"Gd","TA","PConc","Ex",1694,"Ex","Y","SBrkr",1694,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",3,856,"Y",0,112,0,0,0,0,"NP",0,6,2007,"New","Partial",322400
"RL",12085,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2007,2007,"Hip","VinylSd","Stone",328,"Gd","TA","PConc","Ex",1734,"Ex","Y","SBrkr",1734,1,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",3,928,"Y",0,0,0,0,0,0,"NP",0,11,2007,"New","Partial",318000
"RL",14333,"NP","Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",2108,"Ex","Y","SBrkr",2122,1,0,2,1,2,1,"Gd",7,"Typ",1,"Gd","Attchd",3,938,"Y",130,142,0,0,0,0,"NP",0,11,2007,"New","Partial",345474
"RL",14450,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CemntBd","Brick",315,"Ex","TA","PConc","Ex",2121,"Ex","Y","SBrkr",2121,0,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",3,732,"Y",124,98,0,0,142,0,"NP",0,5,2007,"New","Partial",415298
"RL",13641,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2007,2007,"Hip","CemntBd","Brick",456,"Ex","TA","PConc","Ex",1934,"Ex","Y","SBrkr",2656,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",3,1040,"Y",268,58,0,0,0,0,"NP",0,12,2007,"New","Partial",492000
"RL",13440,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2006,2007,"Hip","VinylSd","Brick",190,"Gd","TA","PConc","Ex",1108,"Ex","Y","SBrkr",2550,0,0,2,1,4,1,"Ex",11,"Typ",1,"Gd","BuiltIn",3,670,"Y",120,39,0,0,0,0,"NP",0,3,2007,"New","Partial",338931
"RL",15431,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",10,5,2005,2006,"Hip","VinylSd","Brick",400,"Ex","TA","PConc","Ex",1994,"Ex","Y","SBrkr",2046,1,0,2,1,2,1,"Ex",7,"Typ",2,"Gd","Attchd",3,878,"Y",188,65,0,0,175,0,"NP",0,8,2007,"WD ","Normal",450000
"RL",14154,"NP","Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","Brick",350,"Gd","TA","PConc","Ex",1063,"Ex","Y","SBrkr",2172,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",3,947,"Y",192,62,0,0,0,0,"NP",0,8,2007,"New","Partial",280000
"RL",13891,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2007,2007,"Hip","VinylSd","Stone",456,"Ex","TA","PConc","Ex",2552,"Ex","Y","SBrkr",2552,1,0,2,0,3,1,"Ex",8,"Typ",2,"Gd","Attchd",3,932,"Y",130,28,0,0,0,0,"NP",0,10,2007,"New","Partial",479069
"RL",14226,"NP","Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","Brick",375,"Gd","TA","PConc","Gd",1935,"Gd","Y","SBrkr",1973,0,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd",3,895,"Y",315,45,0,0,0,0,"NP",0,7,2007,"New","Partial",395000
"RL",13693,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2006,2006,"Hip","VinylSd","Brick",772,"Ex","TA","PConc","Gd",2153,"Ex","Y","SBrkr",2643,0,0,2,1,3,1,"Ex",9,"Typ",1,"Gd","BuiltIn",3,694,"Y",414,84,0,0,0,0,"NP",0,3,2007,"WD ","Normal",380000
"RL",11428,"NP","Irreg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","Stone",248,"Gd","TA","PConc","Gd",1626,"Ex","Y","SBrkr",1634,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",3,866,"Y",0,44,0,0,0,0,"NP",0,5,2007,"WD ","Normal",250000
"RL",14977,"NP","Irreg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","Brick",304,"Gd","TA","PConc","Ex",1976,"Ex","Y","SBrkr",1976,1,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd",3,908,"Y",250,63,0,0,0,0,"NP",0,7,2007,"New","Partial",440000
"RL",13654,"NP","Irreg","Lvl","CulDSac","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2005,2006,"Gable","MetalSd","Brick",365,"Gd","TA","PConc","Ex",1704,"Ex","Y","SBrkr",2758,0,0,2,1,4,1,"Ex",9,"Typ",1,"Gd","BuiltIn",3,814,"Y",282,55,0,0,0,0,"NP",0,5,2007,"WD ","Normal",418000
"RL",17169,"NP","Irreg","Lvl","CulDSac","Gtl","NridgHt","Norm","1Fam","1Story",10,5,2007,2007,"Hip","CemntBd","Brick",970,"Ex","TA","PConc","Ex",2320,"Ex","Y","SBrkr",2290,2,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",3,1174,"Y",192,30,0,0,0,0,"NP",0,8,2007,"New","Partial",500067
"RL",16659,"NP","Irreg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2007,2008,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",1582,"Ex","Y","SBrkr",2152,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Detchd",2,728,"Y",0,368,0,0,0,0,"NP",0,6,2007,"New","Partial",260116
"RL",9591,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2004,2005,"Gable","VinylSd","Brick",344,"Gd","TA","PConc","Ex",1143,"Ex","Y","SBrkr",2473,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",3,852,"Y",192,151,0,0,0,0,"NP",0,10,2007,"WD ","Normal",317000
"RL",9709,"NP","Irreg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2007,2007,"Gable","VinylSd","Stone",120,"Ex","TA","PConc","Ex",918,"Ex","Y","SBrkr",2100,1,0,2,1,3,1,"Ex",8,"Typ",2,"Gd","BuiltIn",3,786,"Y",172,104,0,0,0,0,"NP",0,9,2007,"New","Partial",319500
"RL",10562,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2007,2007,"Gable","VinylSd","Stone",300,"Gd","TA","PConc","Ex",1582,"Ex","Y","SBrkr",2161,1,0,1,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",3,789,"Y",178,120,0,0,0,0,"NP",0,11,2007,"New","Partial",325624
"RL",13615,"NP","Irreg","NonLvl","Corner","Sloped","NridgHt","Norm","1Fam","1Story",9,5,2006,2006,"Hip","MetalSd","Stone",510,"Ex","TA","PConc","Ex",1802,"Ex","Y","SBrkr",1802,0,0,2,1,3,1,"Ex",7,"Typ",1,"Gd","Attchd",3,843,"Y",158,105,0,0,0,0,"NP",0,6,2007,"WD ","Normal",372000
"RL",13069,"NP","Irreg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2004,2004,"Gable","VinylSd","Brick",502,"Gd","TA","PConc","Gd",1706,"Ex","Y","SBrkr",2956,0,0,2,1,5,1,"Ex",11,"Typ",1,"Gd","BuiltIn",3,916,"Y",194,50,0,0,0,0,"NP",0,8,2007,"WD ","Normal",342000
"RL",12099,"NP","Irreg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2004,2004,"Gable","VinylSd","Brick",388,"Gd","TA","PConc","Ex",1136,"Ex","Y","SBrkr",2468,1,0,2,1,4,1,"Gd",10,"Typ",1,"Gd","BuiltIn",3,872,"Y",184,154,0,0,0,0,"NP",0,6,2007,"WD ","Normal",354000
"RL",14277,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2003,2003,"Gable","VinylSd","Brick",280,"Gd","TA","PConc","Ex",1317,"Ex","Y","SBrkr",2385,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",3,818,"Y",192,228,0,0,0,0,"NP",0,1,2007,"WD ","Normal",350000
"RL",11999,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2003,2004,"Hip","VinylSd","Brick",340,"Gd","TA","PConc","Gd",1181,"Ex","Y","SBrkr",2374,0,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",3,656,"Y",104,100,0,0,0,0,"NP",0,5,2007,"WD ","Normal",285000
"RL",12568,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2007,2007,"Hip","VinylSd","Stone",246,"Gd","TA","PConc","Ex",895,"Ex","Y","SBrkr",1818,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",3,774,"Y",196,104,0,0,0,0,"NP",0,8,2007,"New","Partial",281500
"RL",9926,"NP","Irreg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",7,5,2005,2006,"Gable","VinylSd","Brick",210,"Gd","TA","PConc","Gd",1614,"Ex","Y","SBrkr",1614,1,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",3,878,"Y",100,38,0,0,0,0,"NP",0,5,2007,"WD ","Normal",245700
"RL",9254,"NP","Irreg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2005,2005,"Gable","VinylSd","Brick",210,"Gd","TA","PConc","Gd",1721,"Ex","Y","SBrkr",1721,1,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,554,"Y",168,27,0,0,0,0,"NP",0,1,2007,"WD ","Normal",232698
"RL",10732,"NP","Irreg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2006,2007,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",1298,"Ex","Y","SBrkr",1828,0,0,2,1,3,1,"Gd",7,"Typ",0,"NP","BuiltIn",3,876,"Y",0,40,0,0,0,0,"NP",0,2,2007,"New","Partial",250000
"RL",7577,"NP","Irreg","Lvl","Corner","Gtl","NridgHt","Norm","townhouse","1Story",6,5,2005,2006,"Gable","VinylSd","Stone",256,"Gd","TA","PConc","Gd",1362,"Ex","Y","SBrkr",1362,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2,460,"Y",192,28,0,0,0,0,"NP",0,6,2007,"WD ","Normal",194700
"RL",3901,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","townhouse","1Story",6,5,2005,2006,"Gable","VinylSd","Stone",182,"Gd","TA","PConc","Gd",1302,"Ex","Y","SBrkr",1302,1,0,1,1,1,1,"Gd",5,"Typ",1,"Gd","Attchd",2,631,"Y",110,50,0,0,0,0,"NP",0,8,2007,"New","Partial",204000
"RL",3903,"NP","Reg","Lvl","Inside","Gtl","NridgHt","Norm","townhouse","1Story",6,5,2005,2006,"Gable","VinylSd","Stone",182,"Gd","TA","PConc","Gd",1302,"Ex","Y","SBrkr",1302,1,0,1,1,1,1,"Gd",5,"Typ",1,"Gd","Attchd",2,631,"Y",110,50,0,0,0,0,"NP",0,5,2007,"WD ","Normal",200000
